"FONDO","CONCURSO","ANIO","CONTRATO","TITULO","FECHA_INICIO","FECHA_FIN","NOMBRE_SOLICITANTE","DISTRITO","PROVINCIA","DEPARTAMENTO","UBIGEO","MONTO_RNR","MONTO_FINANCIERO","MONTO_NO_FINANCIERO","MONEDA","FECHA_CORTE"
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"572-INNOVATEPERU-ADTC2-2020","OBTENCION DE LA CERTIFICACION ISO 9001 PARA LA EMPRESA ELECTRONICA INDUSTRIAL SFG SAC",20201228,20211228,"ELECTROMECANICA INDUSTRIAL SFG S.A.C.","CERRO COLORADO","AREQUIPA","AREQUIPA",040104,54912.5000,0.0000,16637.5000,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"575-INNOVATEPERU-ADTC2-2020","CERTIFICACIÓN FSC EN CADENA DE CUSTODIA PARA LA EMPRESA ARTESANOS DON BOSCO DE PUCALLPA S.R.L.",20201217,20211117,"ARTESANOS DON BOSCO DE PUCALLPA S.R.L.","CALLERIA","CORONEL PORTILLO","UCAYALI",250101,50000.0000,0.0000,15000.0000,"SOLES",20231030
"FINCYT III","MIPYME DIGITAL",2020,"576-INNOVATEPERU-MD-2020","CAMPAÑA DE MARKETING EN BUSCADORES PARA MEJORAR EL PROCESO DE CAPTACIÓN DE CLIENTES POTENCIALES",20201215,20220714,"MERTZ PERU S.A.C","SAN ISIDRO","LIMA","LIMA",150131,53750.0000,0.0000,16250.0000,"SOLES",20231030
"FINCYT III","PROYECTOS DE INNOVACIÓN EMPRESARIAL - INNOVAR PARA REACTIVAR",2020,"577-INNOVATEPERU-PIEC1R-2020","DISEÑO Y FABRICACIÓN DE PROTOTIPO DE CAJA ESTERILIZADORA DE AMBIENTES UVC : FREE BOX",20210111,20221110,"G & S GESTION Y SISTEMAS S.A.C.","SAN ISIDRO","LIMA","LIMA",150131,178886.4500,74687.5900,194000.0000,"SOLES",20231030
"FINCYT III","MIPYME DIGITAL",2020,"578-INNOVATEPERU-MD-2020","IMPLEMENTACIÓN DE SISTEMA INTEGRADO DE PROCESOS PRODUCTIVOS Y ADMINISTRATIVOS PARA LA MEJOR PRESTACIÓN DE SERVICIOS A CLIENTES.",20201215,20210814,"VDR ASISTENCIAS S.A.C.","SAN ISIDRO","LIMA","LIMA",150131,55000.0000,0.0000,16666.6700,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"579-INNOVATEPERU-ADTC2-2020","CERTIFICACIÓN ISO 9001:2015 EN IP INGENIERIA Y PRECISION SAC ",20201218,20221017,"IP INGENIERIA Y PRECISION S.A.C.","CERRO COLORADO","AREQUIPA","AREQUIPA",040104,55000.0000,0.0000,16666.6700,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"580-INNOVATEPERU-ADTC2-2020","FORTALECIMIENTO DE LA IMAGEN DE LA INTEGRIDAD EMPRESARIAL\, MEDIANTE LA IMPLEMENTACIÓN Y CERTIFICACIÓN DE SISTEMA DE GESTIÓN ANTISOBORNO BASADO EN LA NORMA ISO 37001:2016 PARA LA EMPRESA ZOZA CONTRATISTAS GENERALES S.R.L.",20210125,20210925,"ZOZA CONTRATISTAS GENERALES S.R.L.","CHIMBOTE","SANTA","ANCASH",021801,48875.0000,0.0000,14625.0000,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"581-INNOVATEPERU-ADTC2-2020","OBTENCIÓN DE LA IMPLEMENTACIÓN Y CERTIFICACIÓN DE UN SISTEMA DE GESTIÓN DE CALIDAD BAJO LOS ESTÁNDARES DE LA NORMA ISO 9001:2015 PARA LA EMPRESA IGCSA S.A.C.",20201217,20211217,"IGCSA S.A.C.","TAMBURCO","ABANCAY","APURIMAC",030109,54815.0000,0.0000,16605.0000,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"582-INNOVATEPERU-ADTC2-2020","IMPLEMENTACIÓN Y CERTIFICACIÓN DE LA NORMA INTERNACIONAL ISO 9001 SISTEMA DE GESTIÓN DE LA CALIDAD PARA LA EMPRESA PACIFIC DENT ODONTOLOGIA Y ESTETICA FACIAL EIRL",20201218,20220118,"PACIFIC DENT ODONTOLOGIA Y ESTETICA FACIAL E.I.R.L. - PADOEF E.I.R.L.","ALTO SELVA ALEGRE","AREQUIPA","AREQUIPA",040102,55000.0000,0.0000,16666.6667,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"583-INNOVATEPERU-ADTC2-2020","ASEGURAMIENTO DE LA INOCUIDAD EN LA PRODUCCIÓN DE PISCO Y VINO EN SANTA RITA - AREQUIPA",20201228,20220327,"AGROINDUSTRIAS SYPZEMID E.I.R.L.","MARIANO MELGAR","AREQUIPA","AREQUIPA",040109,54950.0000,0.0000,16650.0000,"SOLES",20231030
"FINCYT III","MIPYME DIGITAL",2020,"584-INNOVATEPERU-MD-2020","PLATAFORMA E-COMMERCE MODELO B2B EN LA DISTRIBUCIÓN DE PECES AMAZÓNICOS ",20210303,20220202,"BRELIED E.I.R.L.","NUEVA CAJAMARCA","RIOJA","SAN MARTIN",220804,54875.0000,0.0000,16625.0000,"SOLES",20231030
"FINCYT III","MIPYME DIGITAL",2020,"585-INNOVATEPERU-MD-2020","IMPLEMENTACIÓN DE UNA CAMPAÑA DE MARKETING DIGITAL MULTICANAL EN LA EMPRESA \"INVERSIONES VELÁSQUEZ S.A.C.\" PARA LA PROMOCIÓN DEL PAN \"PRE PIZZA - LALOS\" EN LA CIUDAD DE HUÁNUCO.",20201216,20210915,"INVERSIONES VELASQUEZ SAC","HUANCAYO","HUANCAYO","JUNIN",120101,54999.9500,0.0000,16666.6500,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"586-INNOVATEPERU-ADTC2-2020","IMPLEMENTACIÓN Y CERTIFICACIÓN DE LAS BUENAS PRÁCTICAS DE MANUFACTURA DE LA EMPRESA INVERSIONES OMNIA",20201215,20220115,"INVERSIONES OMNIA S.A.C. - INV. OMNIA S.A.C.","SANTIAGO DE SURCO","LIMA","LIMA",150140,55000.0000,0.0000,16666.6700,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"587-INNOVATEPERU-ADTC2-2020","MEJORA CONTINUA DE LOS PROCESOS OPERATIVOS EN BASE A LA NORMA INTERNACIONAL ISO 9001:2015",20201214,20220613,"CONSORCIO LOJAS SOCIEDAD ANONIMA CERRADA - CONSORCIO LOJAS S.A.C.","SAN MIGUEL","LIMA","LIMA",150136,54999.9900,0.0000,16666.6625,"SOLES",20231030
"FINCYT III","MIPYME DIGITAL",2020,"588-INNOVATEPERU-MD-2020","DISEÑO Y DESARROLLO DE UN SOFTWARE ALOJADO EN UNA PLATAFORMA WEB PARA LA AUTOMATIZACIÓN Y ELABORACIÓN DE INFORMES DE AUDITORÍA ",20210311,20211011,"IQC PERU S.A.C.","MIRAFLORES","HUAMALIES","HUANUCO",100506,38750.0000,0.0000,11250.0000,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"589-INNOVATEPERU-ADTC2-2020","IMPLEMENTACIÓN ISO 37001",20201216,20220116,"KING REAL SECURITY SA.C","ATE","LIMA","LIMA",150103,42500.0000,0.0000,12500.0000,"SOLES",20231030
"FINCYT III","MIPYME DIGITAL",2020,"590-INNOVATEPERU-MD-2020","IMPLEMENTACIÓN DE TECNOLOGÍAS DIGITALES EN LA EMPRESA TACNA TRAVEL INTERNACIONAL SERVICE S.R.L PARA INCREMENTAR SU PRODUCTIVIDAD Y COMPETITIVIDAD",20210104,20210804,"TACNA TRAVEL INTERNACIONAL SERVICE S.R.L","TACNA","TACNA","TACNA",230101,55000.0000,0.0000,16666.6700,"SOLES",20231030
"FINCYT III","MIPYME DIGITAL",2020,"591-INNOVATEPERU-MD-2020","TRANSFORMACIÓN DIGITAL EN LA EMPRESA AQ PIMA S.A.C. PARA EL DESARROLLO DE UNA GESTIÓN EMPRESARIAL COMPETITIVA",20201218,20210917,"ADITIVOS QUIMICOS PIMA S.A.C. - AQ PIMA S.A.C.","TRUJILLO","TRUJILLO","LA LIBERTAD",130101,55000.0000,0.0000,16666.6670,"SOLES",20231030
"FINCYT III","MIPYME DIGITAL",2020,"592-INNOVATEPERU-MD-2020","DISEÑO E IMPLEMENTACIÓN DE TECNOLOGÍAS DIGITALES PARA INCREMENTAR LA COMPETITIVIDAD Y PRODUCTIVIDAD EN GUTMAQ S.A.C.",20201230,20210929,"ASESORES DE COMERCIO LOGISTICA INTEGRAL Y NEGOCIOS INTERNACIONALES GUTMAQ S.A.C.-GUTMAQ S.A.C.","LOS OLIVOS","LIMA","LIMA",150117,55000.0000,0.0000,16666.6700,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"595-INNOVATEPERU-ADTC2-2020","CERTIFICACION DE LA NORMA ISO 9001:2015 SISTEMAS DE GESTIÓN DE CALIDAD",20201215,20220115,"EMPRESA DE TRANSPORTES DURAND & DURAND S.A.C.","CHORRILLOS","LIMA","LIMA",150108,54125.0000,0.0000,16375.0000,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"596-INNOVATEPERU-ADTC2-2020","IMPLEMENTACIÓN DEL SISTEMA DE GESTIÓN DE LA CALIDAD BAJO LA NORMA ISO 9001:2015",20201216,20210916,"SYSPRO SOLUCIONES INTEGRALES S.A.C.","ATE","LIMA","LIMA",150103,53700.0000,0.0000,16500.0000,"SOLES",20231030
"FINCYT III","PROYECTOS DE INNOVACIÓN EMPRESARIAL",2020,"597-INNOVATEPERU-PIEC1-2020","DESARROLLO DE ENMIENDAS A BASE DE RESIDUOS AGROINDUSTRIALES PARA MEJORAR LA CALIDAD DE SUELOS DESTINADOS AL CULTIVO DE ARÁNDANOS EN LA REGIÓN DE LA LIBERTAD.",20210107,20220507,"INPROYEN CONSULTING S.A.C.","SAN ISIDRO","LIMA","LIMA",150131,231559.7000,92986.4500,138970.7100,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"598-INNOVATEPERU-ADTC2-2020","IMPLEMENTACIÓN Y CERTIFICACIÓN DEL SISTEMA DE GESTIÓN DE CALIDAD BASADO EN LA NORMA ISO 9001:2015 PARA LA EMPRESA \"FAR ADUANAS S.A.C.\"",20201223,20211223,"FAR ADUANAS S.A.C.","SAN MARTIN DE PORRES","LIMA","LIMA",150135,43900.0000,0.0000,13453.3300,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"600-INNOVATEPERU-ADTC2-2020","\"IMPLEMENTACIÓN Y CERTIFICACIÓN DE LAS NORMA ISO 9001:2015 E ISO 45001:2018 EN LA EMPRESA ALVAREZ CONTRATISTAS Y CONSULTORES GENERALES E.I.R.L.\"",20210303,20220103,"ALVAREZ CONTRATISTAS Y CONSULTORES GENERALES E.I.R.L.","PAUCARPATA","AREQUIPA","AREQUIPA",040112,55000.0000,0.0000,16666.6700,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"601-INNOVATEPERU-ADTC2-2020","\"IMPLEMENTACIÓN Y CERTIFICACIÓN DE LA NORMA DE GESTIÓN DE CALIDAD ISO 9001:2015 EN EL RESTAURANTE RIKOKOMBATE\"",20201228,20220327,"MULTISERVICIOS DELGADO LINARES S.A.C.","SACHACA","AREQUIPA","AREQUIPA",040117,55000.0000,0.0000,16666.6667,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"602-INNOVATEPERU-ADTC2-2020","IMPLEMENTACIÓN DEL SISTEMA DE GESTIÓN DE CALIDAD BAJO LA NORMA ISO 9001: 2015\, PARA LA TRAZABILIDAD\, ESTÁNDAR Y CONTROL DE CALIDAD EN PROMINE S.R.L.; HASTA EL LOGRO DE LA CERTIFICACIÓN",20210104,20220204,"PROMINE S.R.L.","AREQUIPA","AREQUIPA","AREQUIPA",040101,55000.0000,0.0000,16666.6700,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"603-INNOVATEPERU-ADTC2-2020","OBTENCIÓN DE LA CERTIFICACIÓN ISO 45001:2018 SISTEMA DE GESTIÓN DE SEGURIDAD Y SALUD EN EL TRABAJO EN PRODUCCIONES Y DISTRIBUIDORA WILQUI E.I.R.L",20210215,20220830,"PRODUCCIONES Y DISTRIBUIDORA WILQUI   E.I.R.L.","PILCOMAYO","HUANCAYO","JUNIN",120125,51200.0000,0.0000,15400.0000,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 1",2020,"604-INNOVATEPERU-ADTC1-2020","IMPLEMENTACIÓN DE UN SISTEMA DE GESTIÓN EMPRESARIAL EN BASE A LAS NECESIDADES Y OPORTUNIDADES GENERADAS POR LA PANDEMIA\, EN LA EMPRESA OLD TROPICAL WOODS SAC",20210115,20210815,"OLD TROPICAL WOODS S.A.C.","CALLERIA","CORONEL PORTILLO","UCAYALI",250101,53000.0000,0.0000,16000.0000,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"606-INNOVATEPERU-ADTC2-2020","IMPLEMENTACIÓN Y CERTIFICACIÓN DEL SISTEMA DE GESTIÓN DE LA CALIDAD PARA LA MEJORA DE LA COMPETITIVIDAD DE MC LAREN S.A.C. ",20201218,20220417,"MC LAREN S.A.C.","MIRAFLORES","LIMA","LIMA",150122,55000.0000,0.0000,16666.6667,"SOLES",20231030
"FINCYT III","MIPYME DIGITAL",2020,"607-INNOVATEPERU-MD-2020","INCORPORACIÓN DE BIGDATA\, BUSINESS INTELLIGENCE\, MEJORAS EN EL FRONTEND Y MARKETING DIGITAL EN EL SOFTWARE SELERIA QUE PERMITAN IMPLEMENTAR ACCIONES PREVENTIVAS EN LA SALUD Y SEGURIDAD  DE LOS TRABAJADORES Y ASÍ INCREMENTAR LA PRODUCTIVIDAD DE LOS TRABAJADORES",20201228,20220327,"DATA MINING SOLUTIONS EIRL","SANTIAGO DE SURCO","LIMA","LIMA",150140,54950.0000,0.0000,16650.0000,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"608-INNOVATEPERU-ADTC2-2020","\"IMPLEMENTACIÓN Y CERTIFICACIÓN DE LA NORMA ISO 9001:2015 E ISO 14001:2015 PARA LA EJECUCIÓN DE SERVICIOS DE MANTENIMIENTO PREVENTIVOS Y CORRECTIVOS EN LA EMPRESA COMTECSA DEL PERU S.A.C.\"",20201222,20220221,"COMTECSA DEL PERU S.A.C.","MAGDALENA DEL MAR","LIMA","LIMA",150120,55000.0000,0.0000,50000.0000,"SOLES",20231030
"FINCYT III","MIPYME DIGITAL",2020,"609-INNOVATEPERU-MD-2020","IMPLEMENTACIÓN Y ADOPCIÓN DE TECNOLOGÍAS DIGITALES PARA INCREMENTAR LA PRODUCTIVIDAD Y COMPETITIVIDAD DE LA EMPRESA R. BERROCAL S.A.C.",20201230,20210829,"R.BERROCAL S.A.C.","PUEBLO LIBRE","LIMA","LIMA",150121,55000.0000,0.0000,16666.6700,"SOLES",20231030
"FINCYT III","MIPYME DIGITAL",2020,"611-INNOVATEPERU-MD-2020","TRANSFORMACIÓN DIGITAL  EN LA EMPRESA E & C INGENIEROS EIRL PARA EL DESARROLLO DE UNA GESTIÓN EMPRESARIAL COMPETITIVA",20201229,20210828,"E & C INGENIEROS EIRL","LA ESPERANZA","TRUJILLO","LA LIBERTAD",130105,55000.0000,0.0000,16666.6670,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"612-INNOVATEPERU-ADTC2-2020","IMPLEMENTACIÓN Y CERTIFICACIÓN DE UN SISTEMA INTEGRADO DE GESTIÓN (SIG) EN BASE A ISO 9001:2015 E ISO 37001:2016 EN LA EMPRESA ENRIQUE HUERTA Y CIA S.A.C.",20201228,20220727,"ENRIQUE HUERTA Y CIA SOCIEDAD ANONIMA CERRADA - ENRIQUE HUERTA Y CIA S.A.C.","LA VICTORIA","LIMA","LIMA",150115,55000.0000,0.0000,16666.6700,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"614-INNOVATEPERU-ADTC2-2020","\"IMPLEMENTACIÓN Y CERTIFICACIÓN DE LA NORMA ISO 9001:2015 EN LA EMPRESA \"M&T AUTO BODY S.A.C.\"",20201221,20220220,"M & T AUTO BODY S.A.C.","CERRO COLORADO","AREQUIPA","AREQUIPA",040104,55000.0000,0.0000,16666.6667,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"615-INNOVATEPERU-ADTC2-2020","IMPLEMENTACIÓN Y CERTIFICACIÓN DE LA ISO 9001:2015  EN LA EMPRESA  AGENC DE VIAJES Y TURISMO MEGATOURS EIRL",20201228,20211028,"AGENC DE VIAJES Y TURISMO MEGATOURS EIRL","CAJAMARCA","CAJAMARCA","CAJAMARCA",060101,53000.0000,0.0000,16500.0000,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"616-INNOVATEPERU-ADTC2-2020","CERTIFICACIÓN DEL SISTEMA DE GESTIÓN DE LA CALIDAD PARA LOS SERVICIOS DE CONSTRUCCIÓN\, MEJORAMIENTO\, HABILITACIÓN Y EJECUCIÓN DE OBRAS DE INFRAESTRUCTURA VIAL\, EDIFICACIONES COMPLETAS Y OBRAS DE SANEAMIENTO RURAL Y URBANO",20201230,20220130,"N & L CONSTRUCTORAS GENERALES EIRL","YARINACOCHA","CORONEL PORTILLO","UCAYALI",250105,38625.0000,0.0000,11275.0000,"SOLES",20231030
"FINCYT III","MIPYME DIGITAL",2020,"617-INNOVATEPERU-MD-2020","SOSTENIBILIDAD EN TIEMPOS DE DIGITALIZACIÓN: ADAPTACIÓN E IMPLEMENTACIÓN DE HERRAMIENTAS DIGITALES PARA EL DIAGNÓSTICO Y EVALUACIÓN DE LA GESTIÓN SOSTENIBLE EN LA EMPRESA.",20201223,20210723,"AC SOSTENIBILIDAD S.A.C.","SANTIAGO DE SURCO","LIMA","LIMA",150140,55000.0000,0.0000,16666.6700,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"619-INNOVATEPERU-ADTC2-2020","CERTIFICACIÓN ISO 9001:2015 PARA LOS PROCESOS DE EVALUACIÓN\, CAPACITACIÓN Y CONSULTORÍA",20210317,20220417,"INSTITUTO DE CALIDAD Y ACREDITACION DE PROGRAMAS DE COMPUTACION\, INGENIERIA Y TECNOLOGIA","SANTIAGO DE SURCO","LIMA","LIMA",150140,35000.0000,0.0000,10000.0000,"SOLES",20231030
"FINCYT III","MIPYME DIGITAL",2020,"624-INNOVATEPERU-MD-2020","IMPLEMENTACIÓN DE HERRAMIENTAS TICS PARA EL INCREMENTO DEL NIVEL DE PRODUCTIVIDAD DE LOS PROCESOS ADMINISTRATIVOS\, DEL SERVICIO\, DE MARKETING Y COMERCIO DIGITAL",20201228,20220427,"ALCO CLINICA VETERINARIA SOCIEDAD ANONIMA CERRADA","YANAHUARA","AREQUIPA","AREQUIPA",040126,54995.0000,0.0000,16665.0000,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"626-INNOVATEPERU-ADTC2-2020","\"ADOPCIÓN DE HERRAMIENTAS DE GESTIÓN PARA INCREMENTAR LA COMPETITIVIDAD DE CAFÉ DE ALTA ESPECIALIDAD DE LA COOPERATIVA AGROINDUSTRIAL ECOLÓGICO CAFETALERA SANCHEZ ROSAS PAMPA LIMITADA CUMPLIENDO LAS NORMAS DE PRODUCCIÓN ORGÁNICA NOP-UE-RTP\"",20201228,20220728,"COOPERATIVA AGROINDUSTRIAL ECOLOGICO CAFETALERA SANCHEZ ROSAS PAMPA LIMITADA","RIO NEGRO","SATIPO","JUNIN",120607,55000.0000,0.0000,16666.6700,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"627-INNOVATEPERU-ADTC2-2020","IMPLEMENTACIÓN Y CERTIFICACIÓN FSC CADENA DE CUSTODIA PARA LA EMPRESA FORESTAL NIETO S.A.C.",20201228,20211128,"FORESTAL NIETO S.A.C.","PADRE ABAD","PADRE ABAD","UCAYALI",250301,54995.0000,0.0000,16665.0000,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"628-INNOVATEPERU-ADTC2-2020","CERTIFICACIÓN DEL SISTEMA DE GESTIÓN ANTISOBORNO PARA LOS SERVICIOS DE OUTSOURCING DE PERSONAL TI Y SOPORTE TI\, IMPLEMENTACIÓN E INSTALACIÓN DE SOLUCIONES DE TELECOMUNICACIÓN EN REDES DE DATOS Y DESARROLLO DE SISTEMA WEB",20201223,20210923,"GEMBA SERVICIOS INTEGRALES S.A.C.","JESUS MARIA","LIMA","LIMA",150113,38137.5000,0.0000,11512.5000,"SOLES",20231030
"FINCYT III","MIPYME DIGITAL",2020,"630-INNOVATEPERU-MD-2020","IMPLEMENTACIÓN DE TECNOLOGÍAS DE LA INFORMACIÓN Y TECNOLOGÍAS DIGITALES PARA INCREMENTAR LA COMPETITIVIDAD Y PRODUCTIVIDAD EN LA EMPRESA CONFECCIONES CLAUDIA EIRL",20210118,20220817,"CONFECCIONES CLAUDIA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA","TACNA","TACNA","TACNA",230101,54950.0000,0.0000,16650.0000,"SOLES",20231030
"FINCYT III","MIPYME DIGITAL",2020,"631-INNOVATEPERU-MD-2020","OPTIMIZACIÓN Y DIGITALIZACIÓN DE LOS PROCESOS DE GESTIÓN DE LA INFORMACIÓN TÉCNICA Y FINANCIERA EN EL ACOPIO DE CAFÉ PERGAMINO PARA LA TOMA DE DECISIONES EN LA \"ASOCIACIÓN DE PRODUCTORES AGROPECUARIOS CAFÉ SOLIDARIO\" EN CAJAMARCA.",20201228,20210927,"ASOCIACION DE PRODUCTORES AGROPECUARIOS CAFE SOLIDARIO","JAEN","JAEN","CAJAMARCA",060801,55000.0000,0.0000,16666.6700,"SOLES",20231030
"FINCYT III","PROYECTOS DE INNOVACIÓN EMPRESARIAL - INNOVAR PARA REACTIVAR",2020,"632-INNOVATEPERU-PIEC1R-2020","DESARROLLO DE MINIJARDIN CLONAL DE LA ESPECIE PINUS RADIATA DON PARA LA MACROPROPAGACIÓN  EN VIVERO Y OBTENCIÓN DE  PLANTONES GENÉTICAMENTE SELECCIONADOS\, QUE GARANTICEN ALTA PRODUCCIÓN\, ADAPTABILIDAD A CONDICIONES AGROECOLÓGICA  Y RESISTENCIA A ENFERMEDADES",20210107,20220606,"NKMS E.I.R.L.","HUANCAYO","HUANCAYO","JUNIN",120101,299299.7400,41773.9900,31800.0000,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"633-INNOVATEPERU-ADTC2-2020","\"IMPLEMENTACIÓN Y CERTIFICACIÓN DE LA NORMA ISO 9001:2015 EN LA EMPRESA CORPORACIÓN INTI AQP SAC\"",20201228,20220427,"CORPORACIÓN INTI AQP SOCIEDAD ANONIMA CERRADA CORP INTI","MARIANO MELGAR","AREQUIPA","AREQUIPA",040109,55000.0000,0.0000,16666.6667,"SOLES",20231030
"FINCYT III","MIPYME DIGITAL",2020,"635-INNOVATEPERU-MD-2020","DIGITALIZACIÓN DE LOS PROCESOS COMERCIALES DE LA EMPRESA A NIVEL DE BACKOFFICE Y A NIVEL DE UN E-COMMERCE PARA LA VENTA DE CAFÉ A CONSUMIDORES FINALES.",20210303,20220202,"HANKUNA PERU SOCIEDAD ANONIMA CERRADA","LOS OLIVOS","LIMA","LIMA",150117,54087.0000,0.0000,16429.0000,"SOLES",20231030
"FINCYT III","CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2",2020,"636-INNOVATEPERU-ADTC2-2020","\"IMPLEMENTACIÓN Y CERTIFICACIÓN DE LA EMPRESA DE GESTIÓN ASOCIADA S.A.C EN LAS NORMAS ISO 9001:2015\, 14001:2015 Y 45001:2018\".",20201228,20211028,"EMPRESA DE GESTION ELECTRICA ASOCIADA  S.A.C.","CATACAOS","PIURA","PIURA",200105,48775.0000,0.0000,14625.0000,"SOLES",20231030
"FINCYT III","MIPYME DIGITAL",2020,"637-INNOVATEPERU-MD-2020","CORPORACIÓN CIENTÍFICA SRL HACIA UNA EFECTIVA TRANSFORMACIÓN DIGITAL ",20201230,20210730,"CORPORACION CIENTIFICA S.R.L.","VICTOR LARCO HERRERA","TRUJILLO","LA LIBERTAD",130111,55000.0000,0.0000,16666.6670,"SOLES",20231030
